play_id,game_id,timestamp,player_id,action_type,shot_type,distance_ft,is_made,quarter,time_remaining
P0509,0042500317,2026-06-01T03:56:40Z,PL_506,Instant Replay,2PT,0.0,False,3,PT02M00.00S
P0513,0042500317,2026-06-01T03:56:45Z,PL_1642272,Substitution,2PT,0.0,False,3,PT02M00.00S
P0514,0042500317,2026-06-01T03:56:50Z,PL_1627936,Substitution,2PT,0.0,False,3,PT02M00.00S
P0515,0042500317,2026-06-01T03:56:55Z,PL_1628392,Substitution,2PT,0.0,False,3,PT02M00.00S
P0519,0042500317,2026-06-01T03:57:00Z,PL_1628983,Missed Shot,2PT,3.0,False,3,PT01M47.00S
P0520,0042500317,2026-06-01T03:57:05Z,PL_1630577,Rebound,2PT,0.0,False,3,PT01M45.00S
P0521,0042500317,2026-06-01T03:57:10Z,PL_1642264,Missed Shot,3PT,0.0,False,3,PT01M33.00S
P0522,0042500317,2026-06-01T03:57:15Z,PL_1631096,Rebound,2PT,0.0,False,3,PT01M31.00S
P0523,0042500317,2026-06-01T03:57:20Z,PL_1631119,Made Shot,3PT,27.0,False,3,PT01M08.00S
P0525,0042500317,2026-06-01T03:57:25Z,PL_1610612759,Timeout,2PT,0.0,False,3,PT01M06.00S
P0526,0042500317,2026-06-01T03:57:30Z,PL_1630170,Missed Shot,3PT,24.0,False,3,PT00M52.20S
P0527,0042500317,2026-06-01T03:57:35Z,PL_1642264,Rebound,2PT,0.0,False,3,PT00M49.30S
P0528,0042500317,2026-06-01T03:57:40Z,PL_1631119,Foul,2PT,0.0,False,3,PT00M48.00S
P0530,0042500317,2026-06-01T03:57:45Z,PL_1641705,Free Throw,FT,0.0,False,3,PT00M48.00S
P0531,0042500317,2026-06-01T03:57:50Z,PL_1631096,Substitution,2PT,0.0,False,3,PT00M48.00S
P0532,0042500317,2026-06-01T03:57:55Z,PL_1642264,Substitution,2PT,0.0,False,3,PT00M48.00S
P0535,0042500317,2026-06-01T03:58:00Z,PL_1641705,Free Throw,FT,0.0,False,3,PT00M48.00S
P0536,0042500317,2026-06-01T03:58:05Z,PL_1629652,Rebound,2PT,0.0,False,3,PT00M46.20S
P0537,0042500317,2026-06-01T03:58:10Z,PL_1641717,Missed Shot,3PT,26.0,False,3,PT00M28.80S
P0538,0042500317,2026-06-01T03:58:15Z,PL_1642844,Rebound,2PT,0.0,False,3,PT00M24.80S
P0539,0042500317,2026-06-01T03:58:20Z,PL_1641705,Missed Shot,2PT,17.0,False,3,PT00M03.10S
P0540,0042500317,2026-06-01T03:58:25Z,PL_1641717,Rebound,2PT,0.0,False,3,PT00M03.10S
P0542,0042500317,2026-06-01T03:58:35Z,PL_1610612760,Rebound,2PT,0.0,False,3,PT00M00.10S
P0551,0042500317,2026-06-01T03:58:50Z,PL_1631096,Foul,2PT,0.0,False,4,PT11M41.00S
P0553,0042500317,2026-06-01T03:58:55Z,PL_1641705,Free Throw,FT,0.0,False,4,PT11M41.00S
P0554,0042500317,2026-06-01T03:59:00Z,PL_1610612759,Rebound,2PT,0.0,False,4,PT11M41.00S
P0555,0042500317,2026-06-01T03:59:05Z,PL_1641705,Free Throw,FT,0.0,False,4,PT11M41.00S
P0556,0042500317,2026-06-01T03:59:10Z,PL_1642272,Made Shot,2PT,15.0,False,4,PT11M30.00S
P0558,0042500317,2026-06-01T03:59:15Z,PL_1629640,Made Shot,3PT,25.0,False,4,PT11M06.00S
P0560,0042500317,2026-06-01T03:59:20Z,PL_1641717,Made Shot,3PT,24.0,False,4,PT10M53.00S
P0562,0042500317,2026-06-01T03:59:25Z,PL_1630577,Missed Shot,3PT,26.0,False,4,PT10M39.00S
P0563,0042500317,2026-06-01T03:59:30Z,PL_1642844,Rebound,2PT,0.0,False,4,PT10M36.00S
P0564,0042500317,2026-06-01T03:59:35Z,PL_1629640,Made Shot,3PT,0.0,False,4,PT10M33.00S
P0566,0042500317,2026-06-01T03:59:40Z,PL_1642272,Missed Shot,3PT,0.0,False,4,PT10M07.00S
P0567,0042500317,2026-06-01T03:59:45Z,PL_1610612760,Rebound,2PT,0.0,False,4,PT10M06.00S
P0568,0042500317,2026-06-01T03:59:50Z,PL_1610612760,Turnover,2PT,0.0,False,4,PT10M06.00S
P0569,0042500317,2026-06-01T03:59:55Z,PL_1642272,Substitution,2PT,0.0,False,4,PT10M06.00S
P0571,0042500317,2026-06-01T04:00:00Z,PL_1631119,Foul,2PT,0.0,False,4,PT09M52.00S
P0573,0042500317,2026-06-01T04:00:05Z,PL_1641705,Free Throw,FT,0.0,False,4,PT09M52.00S
P0574,0042500317,2026-06-01T04:00:10Z,PL_1641705,Free Throw,FT,0.0,False,4,PT09M52.00S
P0575,0042500317,2026-06-01T04:00:15Z,PL_1641705,Foul,2PT,0.0,False,4,PT09M44.00S
P0577,0042500317,2026-06-01T04:00:20Z,PL_1627936,Free Throw,FT,0.0,False,4,PT09M44.00S
P0578,0042500317,2026-06-01T04:00:25Z,PL_1610612760,Rebound,2PT,0.0,False,4,PT09M44.00S
P0579,0042500317,2026-06-01T04:00:30Z,PL_1627936,Free Throw,FT,0.0,False,4,PT09M44.00S
P0580,0042500317,2026-06-01T04:00:35Z,PL_1628368,Made Shot,3PT,25.0,False,4,PT09M30.00S
P0581,0042500317,2026-06-01T04:00:40Z,PL_1641717,Made Shot,3PT,26.0,False,4,PT09M07.00S
P0583,0042500317,2026-06-01T04:00:45Z,PL_1641705,Made Shot,3PT,26.0,False,4,PT08M43.00S
P0584,0042500317,2026-06-01T04:00:50Z,PL_1628983,Missed Shot,3PT,26.0,False,4,PT08M31.00S
P0585,0042500317,2026-06-01T04:00:55Z,PL_1630577,Rebound,2PT,0.0,False,4,PT08M27.00S
P0586,0042500317,2026-06-01T04:01:00Z,PL_1642844,Missed Shot,3PT,24.0,False,4,PT08M16.00S
P0587,0042500317,2026-06-01T04:01:05Z,PL_1641717,Rebound,2PT,0.0,False,4,PT08M12.00S
P0588,0042500317,2026-06-01T04:01:10Z,PL_1627936,Missed Shot,2PT,3.0,False,4,PT08M08.00S
P0589,0042500317,2026-06-01T04:01:15Z,PL_1642844,Rebound,2PT,0.0,False,4,PT08M04.00S
P0590,0042500317,2026-06-01T04:01:20Z,PL_1629640,Made Shot,2PT,2.0,False,4,PT08M00.00S
P0592,0042500317,2026-06-01T04:01:25Z,PL_1610612760,Timeout,2PT,0.0,False,4,PT08M00.00S
P0593,0042500317,2026-06-01T04:01:30Z,PL_1631119,Substitution,2PT,0.0,False,4,PT08M00.00S
P0594,0042500317,2026-06-01T04:01:35Z,PL_1631096,Substitution,2PT,0.0,False,4,PT08M00.00S
P0595,0042500317,2026-06-01T04:01:40Z,PL_1642844,Substitution,2PT,0.0,False,4,PT08M00.00S
P0596,0042500317,2026-06-01T04:01:45Z,PL_1630577,Substitution,2PT,0.0,False,4,PT08M00.00S
P0601,0042500317,2026-06-01T04:01:50Z,PL_1628392,Made Shot,2PT,2.0,False,4,PT07M50.00S
P0603,0042500317,2026-06-01T04:01:55Z,PL_1641705,Foul,2PT,0.0,False,4,PT07M50.00S
P0605,0042500317,2026-06-01T04:02:00Z,PL_1628392,Free Throw,FT,0.0,False,4,PT07M50.00S
P0606,0042500317,2026-06-01T04:02:05Z,PL_1628368,Missed Shot,3PT,25.0,False,4,PT07M35.00S
P0607,0042500317,2026-06-01T04:02:10Z,PL_1627936,Rebound,2PT,0.0,False,4,PT07M33.00S
P0608,0042500317,2026-06-01T04:02:15Z,PL_1642272,Missed Shot,3PT,0.0,False,4,PT07M23.00S
P0609,0042500317,2026-06-01T04:02:20Z,PL_1629640,Rebound,2PT,0.0,False,4,PT07M21.00S
P0610,0042500317,2026-06-01T04:02:25Z,PL_1630170,Missed Shot,2PT,13.0,False,4,PT07M02.00S
P0611,0042500317,2026-06-01T04:02:30Z,PL_1627936,Rebound,2PT,0.0,False,4,PT06M59.00S
P0612,0042500317,2026-06-01T04:02:35Z,PL_1628983,Made Shot,2PT,14.0,False,4,PT06M49.00S
P0613,0042500317,2026-06-01T04:02:40Z,PL_1610612759,Timeout,2PT,0.0,False,4,PT06M48.00S
P0614,0042500317,2026-06-01T04:02:45Z,PL_1641705,Substitution,2PT,0.0,False,4,PT06M48.00S
P0615,0042500317,2026-06-01T04:02:50Z,PL_1629640,Substitution,2PT,0.0,False,4,PT06M48.00S
P0616,0042500317,2026-06-01T04:02:55Z,PL_1628368,Substitution,2PT,0.0,False,4,PT06M48.00S
P0620,0042500317,2026-06-01T04:03:00Z,PL_1642844,Turnover,2PT,0.0,False,4,PT06M34.00S
P0620,0042500317,2026-06-01T04:03:05Z,PL_1628392,,2PT,0.0,False,4,PT06M34.00S
P0622,0042500317,2026-06-01T04:03:10Z,PL_1628392,Missed Shot,2PT,2.0,False,4,PT06M31.00S
P0622,0042500317,2026-06-01T04:03:15Z,PL_1628436,,2PT,0.0,False,4,PT06M31.00S
P0624,0042500317,2026-06-01T04:03:20Z,PL_1642844,Rebound,2PT,0.0,False,4,PT06M28.00S
P0625,0042500317,2026-06-01T04:03:25Z,PL_1642264,Made Shot,2PT,15.0,False,4,PT06M13.00S
P0626,0042500317,2026-06-01T04:03:30Z,PL_1641717,Turnover,2PT,0.0,False,4,PT05M49.00S
P0627,0042500317,2026-06-01T04:03:35Z,PL_1628436,Substitution,2PT,0.0,False,4,PT05M49.00S
P0629,0042500317,2026-06-01T04:03:40Z,PL_1630577,Made Shot,3PT,25.0,False,4,PT05M33.00S
P0631,0042500317,2026-06-01T04:03:45Z,PL_1627936,Made Shot,2PT,7.0,False,4,PT05M16.00S
P0633,0042500317,2026-06-01T04:03:50Z,PL_1642844,Turnover,2PT,0.0,False,4,PT04M49.00S
P0633,0042500317,2026-06-01T04:03:55Z,PL_1628983,,2PT,0.0,False,4,PT04M49.00S
P0635,0042500317,2026-06-01T04:04:00Z,PL_1642272,Missed Shot,3PT,0.0,False,4,PT04M44.00S
P0636,0042500317,2026-06-01T04:04:05Z,PL_1630577,Rebound,2PT,0.0,False,4,PT04M42.00S
P0637,0042500317,2026-06-01T04:04:10Z,PL_1630577,Missed Shot,3PT,25.0,False,4,PT04M29.00S
P0638,0042500317,2026-06-01T04:04:15Z,PL_1642844,Rebound,2PT,0.0,False,4,PT04M26.00S
P0639,0042500317,2026-06-01T04:04:20Z,PL_1642844,Made Shot,2PT,0.0,False,4,PT04M26.00S
P0640,0042500317,2026-06-01T04:04:25Z,PL_1610612760,Timeout,2PT,0.0,False,4,PT04M26.00S
P0641,0042500317,2026-06-01T04:04:30Z,PL_1642272,Substitution,2PT,0.0,False,4,PT04M26.00S
P0642,0042500317,2026-06-01T04:04:35Z,PL_1628392,Substitution,2PT,0.0,False,4,PT04M26.00S
P0643,0042500317,2026-06-01T04:04:40Z,PL_1642264,Substitution,2PT,0.0,False,4,PT04M26.00S
P0647,0042500317,2026-06-01T04:04:45Z,PL_1628983,Made Shot,2PT,21.0,False,4,PT04M09.00S
P0648,0042500317,2026-06-01T04:04:50Z,PL_1610612759,Timeout,2PT,0.0,False,4,PT04M06.00S
P0649,0042500317,2026-06-01T04:04:55Z,PL_1630170,Substitution,2PT,0.0,False,4,PT04M06.00S
P0651,0042500317,2026-06-01T04:05:00Z,PL_1642844,Made Shot,3PT,27.0,False,4,PT03M46.00S
P0652,0042500317,2026-06-01T04:05:05Z,PL_1641717,Made Shot,3PT,0.0,False,4,PT03M26.00S
P0674,0042500317,2026-06-01T04:05:10Z,PL_1642264,Turnover,2PT,0.0,False,4,PT02M57.00S
P0674,0042500317,2026-06-01T04:05:15Z,PL_1641717,,2PT,0.0,False,4,PT02M57.00S
P0657,0042500317,2026-06-01T04:05:20Z,PL_1631119,Missed Shot,2PT,19.0,False,4,PT02M34.00S
P0658,0042500317,2026-06-01T04:05:25Z,PL_1610612759,Rebound,2PT,0.0,False,4,PT02M31.00S
P0660,0042500317,2026-06-01T04:05:30Z,PL_1642844,Missed Shot,2PT,2.0,False,4,PT02M16.00S
P0660,0042500317,2026-06-01T04:05:35Z,PL_1631096,,2PT,0.0,False,4,PT02M16.00S
P0662,0042500317,2026-06-01T04:05:40Z,PL_1631119,Rebound,2PT,0.0,False,4,PT02M13.00S
P0663,0042500317,2026-06-01T04:05:45Z,PL_1641717,Made Shot,3PT,26.0,False,4,PT02M02.00S
P0665,0042500317,2026-06-01T04:05:50Z,PL_1642264,Turnover,2PT,0.0,False,4,PT01M36.00S
P0665,0042500317,2026-06-01T04:05:55Z,PL_1631096,,2PT,0.0,False,4,PT01M36.00S
P0667,0042500317,2026-06-01T04:06:00Z,PL_1628983,Missed Shot,3PT,27.0,False,4,PT01M25.00S
P0669,0042500317,2026-06-01T04:06:05Z,PL_1610612759,Rebound,2PT,0.0,False,4,PT01M23.00S
P0670,0042500317,2026-06-01T04:06:10Z,PL_1642844,Substitution,2PT,0.0,False,4,PT01M23.00S
P0672,0042500317,2026-06-01T04:06:15Z,PL_1631096,Substitution,2PT,0.0,False,4,PT01M23.00S
P0676,0042500317,2026-06-01T04:06:20Z,PL_1630577,Missed Shot,2PT,20.0,False,4,PT01M01.00S
P0677,0042500317,2026-06-01T04:06:25Z,PL_1642264,Rebound,2PT,0.0,False,4,PT00M59.10S
P0678,0042500317,2026-06-01T04:06:30Z,PL_1642264,Made Shot,2PT,2.0,False,4,PT00M59.10S
P0679,0042500317,2026-06-01T04:06:35Z,PL_1641717,Made Shot,2PT,5.0,False,4,PT00M52.90S
P0680,0042500317,2026-06-01T04:06:40Z,PL_1610612759,Timeout,2PT,0.0,False,4,PT00M42.90S
P0681,0042500317,2026-06-01T04:06:45Z,PL_1631119,Substitution,2PT,0.0,False,4,PT00M42.90S
P0682,0042500317,2026-06-01T04:06:50Z,PL_1642272,Substitution,2PT,0.0,False,4,PT00M42.90S
P0683,0042500317,2026-06-01T04:06:55Z,PL_1630577,Substitution,2PT,0.0,False,4,PT00M42.90S
P0687,0042500317,2026-06-01T04:07:00Z,PL_1642264,Turnover,2PT,0.0,False,4,PT00M40.10S
P0687,0042500317,2026-06-01T04:07:05Z,PL_1641717,,2PT,0.0,False,4,PT00M40.10S
P0689,0042500317,2026-06-01T04:07:10Z,PL_1629026,Missed Shot,3PT,0.0,False,4,PT00M28.40S
P0690,0042500317,2026-06-01T04:07:15Z,PL_1642264,Rebound,2PT,0.0,False,4,PT00M22.30S
P0691,0042500317,2026-06-01T04:07:20Z,PL_1642264,Turnover,2PT,0.0,False,4,PT00M22.30S
P0691,0042500317,2026-06-01T04:07:25Z,PL_1628983,,2PT,0.0,False,4,PT00M22.30S
P0693,0042500317,2026-06-01T04:07:30Z,PL_1628368,Foul,2PT,0.0,False,4,PT00M22.30S
P0695,0042500317,2026-06-01T04:07:35Z,PL_1629652,Substitution,2PT,0.0,False,4,PT00M22.30S
P0696,0042500317,2026-06-01T04:07:40Z,PL_1629026,Substitution,2PT,0.0,False,4,PT00M22.30S
P0697,0042500317,2026-06-01T04:07:45Z,PL_1642844,Substitution,2PT,0.0,False,4,PT00M22.30S
P0701,0042500317,2026-06-01T04:07:50Z,PL_1627936,Missed Shot,3PT,27.0,False,4,PT00M18.20S
P0702,0042500317,2026-06-01T04:07:55Z,PL_1610612760,Rebound,2PT,0.0,False,4,PT00M17.10S
P0704,0042500317,2026-06-01T04:08:00Z,PL_1641717,Missed Shot,3PT,29.0,False,4,PT00M12.50S
P0705,0042500317,2026-06-01T04:08:05Z,PL_1630577,Rebound,2PT,0.0,False,4,PT00M08.40S
P0706,0042500317,2026-06-01T04:08:10Z,PL_1630170,Made Shot,2PT,1.0,False,4,PT00M04.10S
