play_id,game_id,timestamp,player_id,action_type,shot_type,distance_ft,is_made,player_name,team_name,points_scored,shot_quality_category,clutch_shot_flag,_kafka_key,_kafka_partition,_kafka_offset
P0606,0042500317,2026-06-01T04:19:19Z,PL_1628368,Missed Shot,3PT,25.0,False,Fox,SAS,0,NBA Deep 3,True,0042500317,0,423
P0608,0042500317,2026-06-01T04:19:29Z,PL_1642272,Missed Shot,3PT,0.0,False,McCain,OKC,0,Restricted Area,True,0042500317,0,425
P0610,0042500317,2026-06-01T04:19:39Z,PL_1630170,Missed Shot,2PT,13.0,False,Vassell,SAS,0,Paint,True,0042500317,0,427
P0612,0042500317,2026-06-01T04:19:49Z,PL_1628983,Made Shot,2PT,14.0,True,Gilgeous-Alexander,OKC,2,Paint,True,0042500317,0,429
P0622,0042500317,2026-06-01T04:20:24Z,PL_1628392,Missed Shot,2PT,2.0,False,Hartenstein,OKC,0,Restricted Area,True,0042500317,0,436
P0625,0042500317,2026-06-01T04:20:39Z,PL_1642264,Made Shot,2PT,15.0,True,Castle,SAS,2,Mid-Range,True,0042500317,0,439
P0629,0042500317,2026-06-01T04:20:54Z,PL_1630577,Made Shot,3PT,25.0,True,Champagnie,SAS,3,NBA Deep 3,True,0042500317,0,442
P0631,0042500317,2026-06-01T04:20:59Z,PL_1627936,Made Shot,2PT,7.0,True,Caruso,OKC,2,Paint,True,0042500317,0,443
P0635,0042500317,2026-06-01T04:21:14Z,PL_1642272,Missed Shot,3PT,0.0,False,McCain,OKC,0,Restricted Area,True,0042500317,0,446
P0637,0042500317,2026-06-01T04:21:24Z,PL_1630577,Missed Shot,3PT,25.0,False,Champagnie,SAS,0,NBA Deep 3,True,0042500317,0,448
P0639,0042500317,2026-06-01T04:21:34Z,PL_1642844,Made Shot,2PT,0.0,True,Harper,SAS,2,Restricted Area,True,0042500317,0,450
P0647,0042500317,2026-06-01T04:21:59Z,PL_1628983,Made Shot,2PT,21.0,True,Gilgeous-Alexander,OKC,2,Mid-Range,True,0042500317,0,455
P0651,0042500317,2026-06-01T04:22:14Z,PL_1642844,Made Shot,3PT,27.0,True,Harper,SAS,3,NBA Deep 3,True,0042500317,0,458
P0652,0042500317,2026-06-01T04:22:19Z,PL_1641717,Made Shot,3PT,0.0,True,Wallace,OKC,3,Restricted Area,True,0042500317,0,459
P0657,0042500317,2026-06-01T04:22:34Z,PL_1631119,Missed Shot,2PT,19.0,False,Williams,OKC,0,Mid-Range,True,0042500317,0,462
P0660,0042500317,2026-06-01T04:22:44Z,PL_1642844,Missed Shot,2PT,2.0,False,Harper,SAS,0,Restricted Area,True,0042500317,0,464
P0663,0042500317,2026-06-01T04:22:59Z,PL_1641717,Made Shot,3PT,26.0,True,Wallace,OKC,3,NBA Deep 3,True,0042500317,0,467
P0667,0042500317,2026-06-01T04:23:14Z,PL_1628983,Missed Shot,3PT,27.0,False,Gilgeous-Alexander,OKC,0,NBA Deep 3,True,0042500317,0,470
P0676,0042500317,2026-06-01T04:23:34Z,PL_1630577,Missed Shot,2PT,20.0,False,Champagnie,SAS,0,Mid-Range,True,0042500317,0,474
P0678,0042500317,2026-06-01T04:23:44Z,PL_1642264,Made Shot,2PT,2.0,True,Castle,SAS,2,Restricted Area,True,0042500317,0,476
P0679,0042500317,2026-06-01T04:23:49Z,PL_1641717,Made Shot,2PT,5.0,True,Wallace,OKC,2,Paint,True,0042500317,0,477
P0689,0042500317,2026-06-01T04:24:24Z,PL_1629026,Missed Shot,3PT,0.0,False,Williams,OKC,0,Restricted Area,True,0042500317,0,484
P0701,0042500317,2026-06-01T04:25:04Z,PL_1627936,Missed Shot,3PT,27.0,False,Caruso,OKC,0,NBA Deep 3,True,0042500317,0,492
P0704,0042500317,2026-06-01T04:25:14Z,PL_1641717,Missed Shot,3PT,29.0,False,Wallace,OKC,0,NBA Deep 3,True,0042500317,0,494
P0706,0042500317,2026-06-01T04:25:24Z,PL_1630170,Made Shot,2PT,1.0,True,Vassell,SAS,2,Restricted Area,True,0042500317,0,496
